countries,pop_16_65,lit_pop_16_65,num_pop_16_65,lit_rate_16_65,num_rate_16_65,pop_16_64_est,lit_pop_16_64_est,num_pop_16_64_est,lit_rate_16_64_est,num_rate_16_64_est,sample
4,123458778.08073336,68428808.02380438,78814262.22658956,0.5542644199755221,0.6383852444663803,122003299.4571228,67010809.27903513,77259282.03988713,0.5492540740882635,0.6332556773764906,CHL + MEX + ECU + PER (2014 PIAAC)
